,tweet,label,label_binary
1283,@alpstart ha ha now that sounds familiar  :),positve,1
1284,@BrigetteManie My pleasure :-),positve,1
1285,I was jealous because you're my bestfriend and you're so close to her. :)),positve,1
1286,waking up to the sound of rain hitting the tent :) yay,positve,1
1287,"@AlissaVI yea I want my cozy, warm bed back! x Thx dear! May your work day be chilled and short :)",positve,1
1288,@celestinesofie  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1289,@EricAguigam @taylorswift13 Phenomenal bro! I would love to collab with you and your friends asap :),positve,1
1290,"""Who's the mom?"" The girl that gave birth :-) 😂",positve,1
1291,@ThreeStrypes Yay new vid!!! :D,positve,1
1292,See you again my friend. :),positve,1
1293,@misslescaut he behaves like a monster (he doesn't) :),positve,1
1294,some rt spree atm :),positve,1
1295,"$10,000 for Tank! :D OUTSTANDING! Thankyou to every single donation from all of you, that got us h... http://t.co/PLQRn4fDRN",positve,1
1296,@ContestKiDuniya ready #ContestKiDuniya :),positve,1
1297,I am I hope you are too. Thanks Mfundo :) @SpexMfanaMan,positve,1
1298,@oche_balboa Cheers oche hun :) xxx,positve,1
1299,@EvaSpying My inner nerd shall not be tamed by your insidious logic. :D http://t.co/iS8BxMseYj,positve,1
1300,OMG so I did some math and if my channel continues like this (i doubt  it) I will get 2 300 subs when my 200 subs video comes out :) :/,positve,1
1301,"@Sy_TEOH forgiven. WonderFuls are MannerFuls, aren't we? :)",positve,1
1302,Yhoooooo ngi happy today. Nothing can ruin my mood hey :) :) :),positve,1
1303,@TisoyPeter  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1304,@almightyniaz fback? :),positve,1
1305,@AprilHV Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positve,1
1306,@OBiiE__ Always pushing the limits hey Obakeng? :) \OP,positve,1
1307,Who Wouldn't Love These Big....Juicy....Selfies :) http://t.co/RpE0HsCtDQ http://t.co/SGKbE2jWRh,positve,1
1308,@iangelidaki @CarlHamlet Haha nothing can stop the goats! :D,positve,1
1309,@jusxhemmo morning :),positve,1
1310,@Ntwenty2 @brasso77 Looking good guys. :-),positve,1
1311,@iTuaha haha no. Alhamdullilah everything good. But im here for you if you need to talk?:),positve,1
1312,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/wR72Pq6tp2.,positve,1
1313,Good morning! And happy Friday! :-) Thought I'd quickly say hello while my little pebble is engrossed in Bing... http://t.co/u73W4nOsjt,positve,1
1314,@TomParker Gorgeous!! Have fun y'all!! :),positve,1
1315,SCREAMING happy bday to my fav boy in the whole wide world!! 🌎🌎❤️❤️❤️ I love you!! :) @ the big 18 😧 https://t.co/SYqtgaq21I,positve,1
1316,Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/Tq3MQ9GIKG.,positve,1
1317,"@Ileana_Official reallY hAppY tOdaY ..... WaT u DonE fOr Us muahhh :)

May God BlEss U :)",positve,1
1318,PauseTime is always nice :-),positve,1
1319,@SilverArrowsHAM Are you seeing the cars drifting around the corner ... ? Looking a bit loose :-),positve,1
1320,Appreciate your recent Retweets ! @montblancforum @Les_Scop_idf @MiroirSocial @thomasdeysieux @EMauFouX Have a great Friday :),positve,1
1321,"@ArakinUK @Huskyteer you don't pay until the end of the campaign, it's kickstarter :)",positve,1
1322,@JdrqRicah  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1323,@dhimant Thanks for the sharing the article D :) @thebetterindia,positve,1
1324,@jackiHS What an absolute cutie - congratulations! :),positve,1
1325,@funnyjoke hi jenna. :-) can I ask is your #BellyButton an #Innie or an #Outie?,positve,1
1326,@DJTiny_Sam  i will :) havent been on vacation for 8 months xD,positve,1
1327,"@SarahThomas49 Hi Sarah, all our delish ranges are online at http://t.co/P8zAQddn3H :) Which supermarkets have you been looking in?",positve,1
1328,"Congrats again Joselito &amp; Freya for the ""nth"" time :) #latepost lupet mo Eric! http://t.co/2DtLrSnvB1",positve,1
1329,#AskAMan in few :-),positve,1
1330,"@gregols09 They really are helpful :) Alternatively, give us a call on 150 / 0345 454 1111 and we can help there. MKa",positve,1
1331,when u r not smart in real life so u have to act smart on the webz :-),positve,1
1332,@chaebe71 Oh great :),positve,1
1333,@ContestKiDuniya #ContestKiDuniya hope to win :),positve,1
1334,@xopriyaox oops! Well at least they'll realise it doesnt work anymore :),positve,1
1335,"@CarmelSepuloni v. cute, Carmel. Thanks for all your great work :)",positve,1
1336,@Si_kKo I'm a big boy who can make his own decisions :),positve,1
1337,@dirtbaglou thanks :D,positve,1
1338,@_nicapapa  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1339,@Nickalaws do you think you &amp; Matt will ever get back together? Or stay friends? :),positve,1
1340,@ChrisBourne see you later :),positve,1
1341,@Jadejessicax no probs :-) ill message you xx,positve,1
1342,"@commonculture@connorfranta honestly I've no idea about what this thing is, could you explain me ? :)",positve,1
1343,Throwback :-)))) http://t.co/Tf4pHYRUDB,positve,1
1344,I love my relationship :-) http://t.co/pVd5n3deoS,positve,1
1345,PICK ME PLEASE EMPLOYERS! :) http://t.co/LS2arHmmUY,positve,1
1346,@UrbanKarizma alright sleep well!:),positve,1
1347,"tessnzach//
cute account :)!!!",positve,1
1348,Dear @SuttonObserver. Please can you ask your paperboys to keep the papers out of the rain today? It's a very special issue :-),positve,1
1349,@zoharrm Thank you. To be honest I needed to be reassured a bit... But please do enjoy the game as I know I will :) and happy Friday!,positve,1
1350,if you wanna follow my personal is @thaiees !!!! bye guysss :)))),positve,1
1351,"@VMolapisi problem is, you want to do what's not suppose to happen on a Friday. FRIDAY will always win. TGIF! :)",positve,1
1352,@unicornsftnjh fback? :),positve,1
1353,"i thought they won at mubank.. lol 
because dongwoo's unexpected tweet.. :D",positve,1
1354,Very bright weather today! Hope London is this hot tommorow! Can't wait to go there tommorow! :D,positve,1
1355,@savannahx___ feel better :),positve,1
1356,lots of fun!!! :)))) newyork magic? lollll,positve,1
1357,I am the first person to make twinx cry as a 16 year old :))),positve,1
1358,Find me on Path : Firmansyahbl :),positve,1
1359,@SgtRumpel Super :D,positve,1
1360,"This Sunday Morning stream will also be a birthday stream, so I will follow my usual birthday procedure and play Grim Fandango! :D",positve,1
1361,Sometimes the most ordinary things can be made extraordinary by doing them with the right people :),positve,1
1362,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/YuKWG0fjm9.,positve,1
1363,"@MDWidlake @mnorgaard We have BOS, ""Birmingham Oracle Samosas"" at @OracleMidlands :)",positve,1
1364,I need to find a boy that loves fireball just as much as I do :),positve,1
1365,There should be a shoe store that serves sushi while you shop. A Shoeshi Shop. Ok not all my ideas change the world.  :) �S,positve,1
1366,@TAKE_designer @AR72014 Looks pretty nice. :) Love the flat looks.,positve,1
1367,Don't forget @APC_UK @KikkomanMasters @PastryTeamUK @AcadCulArts :) https://t.co/WhdAeATOe6,positve,1
1368,"@cischafer @DunnettCentral :) I love Lymond. And Philippa. I have someone who's a bit like Philippa in my novel, but not like him",positve,1
1369,.@kitchtablepro here's that selfie Tara! Thanks again for another great event . . . #HappyFriday #ff :) http://t.co/a4zUxwEsV7,positve,1
1370,@CjayBlanco  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1371,@Awaishooo aur han Imran Khan . 63 but still younger than many. :),positve,1
1372,@TheGoFever @AzharSaleem59 awww thanks guys!! Wishing you both a wicked weekend :) Travel safe! X,positve,1
1373,Thank you @platform4prose :),positve,1
1374,@aerelchris welcome to twitter world agaaaain sir :),positve,1
1375,"Doli Siregar (@doliphoto) retweeted your Tweet! &gt; Many thanks! Cheers, Ninh. :) #Inspire",positve,1
1376,#welcomeTweet @aazem27 Thanks for following me.. :-) via http://t.co/adB1usrDwV,positve,1
1377,"@djdarrenjones :) It's a shoe box size of a shop, but the gems in there makes the geekiest of geeks cry at their wallets.",positve,1
1378,"@LauraAlyceH @weimingkam And by turning up, to be fair! It meant a lot that people came. :)",positve,1
1379,Early birds are gone already das nice :),positve,1
1380,"@RohitBJP @DrShobha i request those media Persons covering ""Rally"" please rotate their camera just once. :)",positve,1
1381,@tommosdenim OMG THAT SUCKS BUT AT LEAST YOU SEE ONE DIRECTION!:),positve,1
1382,@JhMarkotsis am driving up tomorrow if you still wanted to come? :),positve,1
1383,@mullingfrackle fback? :),positve,1
1384,"Eek! Its all got to go in the red suitcase.
Beijing and China festival of science here I come :)
@scimadesimple http://t.co/yaqcj4Ifa3",positve,1
1385,@Rebellionx2 Visit my blog http://t.co/UzOAqroWKx thanks :D,positve,1
1386,@grlwthdragontat @leokalyan awesome! :),positve,1
1387,"Twitter meni tebrik etdi :))
Congratulations, you have over 700 followers",positve,1
1388,Tomorrow back to school :D,positve,1
1389,Someone bring me &amp; sunshine a bob will love you forever?💗 :-),positve,1
1390,"@rodtamepoet  ""Rod Tame is embracing his inner actor with aplomb"" :-) Congratulations mate",positve,1
1391,@dreesti doesn't matter have to pay bill always.. #foreveralone :D :D,positve,1
1392,Last day at work! This time for real :D No more summer jobs! But school starts in three weeks :/ #mysummer #happy,positve,1
1393,"#HappyFriday! Is there anything IT related that you needed help with? If so, give us a call on 01482 333505 :)",positve,1
1394,@svaertathel HAHAHAHA no way :p what must we wear there ah? school uniform?,positve,1
1395,@ArianeBeeston Thank you! But evil. :),positve,1
1396,"Owwww.
Choo chweet..... love u :-* :-) http://t.co/alshfDVauB",positve,1
1397,Test :),positve,1
1398,@tis_cake Bless them :) the shorthaired one looks a lot like my Oscar :),positve,1
1399,every dog has its day :) I can't stress that enough !,positve,1
1400,@alIthingsluke thank you!! omg i just realized this is your video awww its so cute congrats :D,positve,1
1401,"Worth It - Fifth Harmony, don't judge :)",positve,1
1402,MY kik : denerivery506 #kik #kiksexting #FaceTime #kikmenow #talk #housemusic #kikkomansabor :) http://t.co/T6lOMDaFCz,positve,1
1403,Don't I look like a killer? :)) #HenessyDiaries http://t.co/aTTJJ0JFm2,positve,1
1404,@parapluieverte Glad you enjoyed your journey!! have a nice day :),positve,1
1405,"@SAVEREUX1 @TheRoofGardens The band were great! Thank you for coming, was lovely to see you :)",positve,1
1406,can someone plz have a convo w me bc I can never sleep :):,positve,1
1407,WE DID IT! ONLY TOOK 11 HOURS! :D http://t.co/soYERf64cz,positve,1
1408,My vault is expanding :D @Bethblog http://t.co/jQyErRt4g5,positve,1
1409,"@lapisIazui WELL,, I MEAN UR THE ONLY VINNY I KNOW SO :)) AND NO U DONT HAVE MONEY AT ALL HAHAHAHAHA ONLY 50CENTS TO REPAY UR DEBT",positve,1
1410,"""Keep smiling because life is a beautiful thing and there is so much to smile about :)
I have many… https://t.co/h9gtZ0Y99u",positve,1
1411,@1sari_kirmizi / evet :),positve,1
1412,"Agree?? :)  #Phone #WiFi #LifeStyle 

#QatarDay http://t.co/VnItXo8eZ0",positve,1
1413,@Nkour34Dil you're always welcome dear. .   :-) Good afternoon. ..:-),positve,1
1414,🌞🌞🌞 - :)))))))) stay perfect girly,positve,1
1415,@FOOLISHTEENLOU fback? :),positve,1
1416,@fhatiegeeeee  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1417,"Brilliant.. this! They said India doesn't innovate... https://t.co/J7ynGlNfJf  by @makersofthings 
Thank you for introducing @19am81 :)",positve,1
1418,Follow me on Facebook on https://t.co/Z9enl5nJdE :) http://t.co/gK0xyuMJIG,positve,1
1419,"@neut_ Yes! Of course. It's lovely, and I talked to them about volunteering there, and maybe even in time getting a job. :)",positve,1
1420,@GitiOkvianti done :),positve,1
1421,#am saran drama genre romance comedy??:),positve,1
1422,Looking for fun? SNAPCHAT : LeanneRiner19 #snapchat #kiksexting #porno #selfies #l4l #weloveyounamjoon #kiksexting :) http://t.co/20pODm7d8j,positve,1
1423,"don't worry, we r still doing :) http://t.co/pQ6h7jEKvk",positve,1
1424,Homey :),positve,1
1425,Had an absolutely amazing time in Kenya! It was a emotional roller coaster but an experience I'm glad I had :) http://t.co/EPsQflEctx,positve,1
1426,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/Smqz6YKvEc.,positve,1
1427,@TheMattEspinosa you make me happy :),positve,1
1428,Thank you :) https://t.co/kMXgAZSAjh,positve,1
1429,"@Tabinda_Samar the most funny aspect was Najam sethi`s confession ad still...  "":D",positve,1
1430,"@GromKath happy birthday.... #pricelessantique #takesonetoknowone 
:-)",positve,1
1431,Hey @FitbitSupport @FitbitUK  all working now :-),positve,1
1432,Need some extra #UCount points to make it worth it! tweet it for fun :),positve,1
1433,@EunjiJeji I'm okay ji :),positve,1
1434,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @lzethu01,positve,1
1435,@KirkdaleBooks I love his books. He's a big credit to Turkish literature. My favourite book is My Name is Red :),positve,1
1436,@blackreign8 i knew you'd give me crap about it lol. Need to burn it :p,positve,1
1437,"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ... 80x",positve,1
1438,they love you too :)  https://t.co/FePD5DUbNk,positve,1
1439,"@NATSPressOffice @British_Airways Trusting that my favourite airline will deliver as always :):) , Good Luck",positve,1
1440,What could be more fun than a sexy girl? TWO sexy girls :) 👉 http://t.co/1n5ZfAqYYZ 👈💓 http://t.co/kZwz5i3PYN,positve,1
1441,"@eonnicchi ah thank you, she has a reason to do it right? :)",positve,1
1442,@jrxmrcd  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1443,Hello :) Now Playing ''Yello - The Race'' on http://t.co/XspzQRmRVl,positve,1
1444,for gail :) http://t.co/MnYKjgxBpA,positve,1
1445,@NiallHoran hello :) how are you? xx,positve,1
1446,"@RousseyAudrey @NBCUniversal @nbc 
Very cool :)",positve,1
1447,"@scoobs1969 Thank you very much for your kind words, I'll be sure to pass them on to the team! :)",positve,1
1448,@YaelAPeer @MatthiasLissner @CarlHamlet @NikkiElizDemere @KikiSchirr @preslavrachev Nice to connect with you Yael :),positve,1
1449,first driving lesson in 10 months - let's see if i'm still shit :),positve,1
1450,@clairyworld4  EN MIS MANOS. holding it in my hands :),positve,1
1451,@zoyaashk true that :),positve,1
1452,When the managers at your job tell you and your friend that you are the two prettiest girls there :) :) :) :) :) :) :),positve,1
1453,"@rosehut1 And thank you to wonderful readers like you, Rose, who make it all worthwhile. Have a lovely weekend. :)",positve,1
1454,@extinctlwt fback? :),positve,1
1455,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/0s8GQYOeus.,positve,1
1456,"U cant change how people feel about u so dnt try , just live ur life and  be happy :)",positve,1
1457,@Wanli_Minho he said i'm his ideal type in weekly idol and make a love pose for me &gt;&lt; i will tell him if i meet him. Don't worry :),positve,1
1458,@studiomister Thanks. Going to take me some time to create a shortlist out of that :) Much appreciated,positve,1
1459,Great to have him as part of the awesome #Dominion family :) https://t.co/sLmo2Voxzx,positve,1
1460,I'm really excited for our picnic tmrw :-),positve,1
1461,Nobody :) likes :) me :),positve,1
1462,"#JummaMubarak To every one :) 
Take a shower, wear good #ShalwarKameez have a #Itter on it Offer #JummaPrayer,... http://t.co/AuRAAMlpji",positve,1
1463,@cl_aus is this on the back of the camera? If so you have AF point display enabled. @glyndewis's company car :-) http://t.co/pJltRVVBHn,positve,1
1464,@DiongzonS  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1465,I'm breaking out but what's new :-),positve,1
1466,@jaimestein @nicolevanzanten @amberturnau woot!! Cool peeps :),positve,1
1467,Hey Tweeps Join #FlipkartFashionFriday and Folow @BhaktisBanter and win 2K :),positve,1
1468,"@kassi_grace Ohhh, got it :p",positve,1
1469,"Here's a teaser of the upcoming AIRecs 009 release ""Acid Mouse EP"" out 31st of August, including Red Robin &amp; Rough Control remixes :))",positve,1
1470,@Gurmeetramrahim #MyPapaMyPride #OurDaughtersOurPride your love n encourage changing the life of everyone :),positve,1
1471,@GaryKeywood @DIY_OE @travelshopgirl @2wksinCR @constantramble @bizarreglobehop Happy Friday all and thanks for the recent RTs &amp; faves! :),positve,1
1472,Toss ladies! :)) @mulanbilqis @NK_Asmita,positve,1
1473,@TheUwagaPies @SharlaInJapan welcome🐑 :),positve,1
1474,@MonicaTerryEM I'll have a look in the library and book stores first anyway! :),positve,1
1475,@MizzChuff Mr2 climbed up to give me a cuddle. :),positve,1
1476,#Jilla Decent Opening &amp; Reviews :)),positve,1
1477,@NoraFrost the @therevnate is headlining in 2017 :),positve,1
1478,Jumma Mubarik to all of you :) Stay Happy and Blessed :),positve,1
1479,@vespera9 @moirae_ @nbhdmadi @akpayne15 @caitiiiii @tiffanymichels  I spent a half hour total on this.:-),positve,1
1480,Such a great news! Congratz Guys! :) https://t.co/zHq6qQqrIz,positve,1
1481,Good night :) http://t.co/6JdSbTSeK5,positve,1
1482,@MikeyyGee_562 @thatdudegalvan_ atleast you honest .. Still get the bitches tho :),positve,1
1483,@Blessings2050 Thanks for your contribution and kind comment! :-),positve,1
1484,"THERE IS AN EARTH 2.0...
yuppiieee
:)
#AlienThought
#HappyAlien",positve,1
1485,@hanpdf like me :),positve,1
1486,@lorainekateyumi  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1487,I love it how you tell every crowd that they're the loudest. We all are the loudest fans in the world aren't we? :) x @Real_Liam_Payne,positve,1
1488,"@amerz ah, the memories. :)",positve,1
1489,"@gazza2209 Hi Gary!Did you have a particular attraction in mind? And a travel date? I can pass your Q onto our supprt team :-) Thanks, Ellie",positve,1
1490,@britishankles fback? :),positve,1
1491,@The_Zyrophobia they do call me the savage god :p,positve,1
1492,No he is junior 2 me :p https://t.co/V4Jk5HsID1,positve,1
1493,@Vladimir_EShop @VladimirBank thanks :),positve,1
1494,"To cleanse the scam ridden body Vyapam going to be renamed.
What an idea!!! :D:D",positve,1
1495,@TobyJWilkinson I'm pleased to hear :) - Sarah,positve,1
1496,@ValleyAllBlack hello hello :) *waves from D couch*,positve,1
1497,@WaterfordTIO Thanks to the team for the Retweet! :-),positve,1
1498,@ironmima @fruitpreserve okay :),positve,1
1499,@louiseminchin @Phase_Eight ohhh well i was wondering :D x,positve,1
1500,@novocainecolby completely dodged the explanation opportunity because you have no explanation. Thanks for proving my point. Grow up :-)),positve,1
1501,@Sanza_T @LeratoTmohale Does the bag do the job Sanza?  :-),positve,1
1502,@mcjen thank you :-),positve,1
1503,@MrMearsDT @kerry_truman @Kitronik. Check out http://t.co/TunCUXXIXX; other places available :-). Coloured aggregates work but tend to fade.,positve,1
1504,@sistards93 sore yaa slr som :),positve,1
1505,@jitenkumargupta Thanks for the sharing the article :) @thebetterindia,positve,1
1506,@lalochezic @paulwiggins I'm honoured :D,positve,1
1507,@abcderza im following you too hehehe :),positve,1
1508,@DMC1982Nice at least there's a view of the hills :),positve,1
1509,@laineyni @s_geary1 @susie22784334 @sharont2501 @britvix @vanessaclark11 @Wils21568249 @wolfenskjerven Same to you and everyone else.:-) xx,positve,1
1510,@TheBookwormBaby Thank you! that's very kind.  I just finished working on more Little Explorers books btw which will be out next year.. :),positve,1
1511,"our national bird in Wayanadan forests.. :)
#Wayanad

Photo: Srijith V
visit his website - http://t.co/ASE1uj9byB http://t.co/RNQP0i8gKS",positve,1
1512,"I've whispered to myself ""today is the day"" four times this week and I'm still lying in bed laying Pokemon :))))",positve,1
1513,@OfficialKeanu..Awesome! :),positve,1
1514,@520f6ed5dd4c4d3  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1515,"@BhaktisBanter  #FlipkartFashionFriday

Hey Dazzle urself with this Double Flared Red and Black Dress :)

http://t.co/Ri8cSxz6Uq",positve,1
1516,@stuck_for_ideas Thanks for the shout out guys :),positve,1
1517,"In this last 9 hours, our channel has got 51 Views, that`s so incredible, thanks so much! :)",positve,1
1518,Browse our funny facts if you are bored :) http://t.co/6WLyQMJ2nl,positve,1
1519,"Hey @GoGirlsMusic would you help me share my project ""Becoming a Female Tour Manager"" http://t.co/d3AFRhhgP6 :)",positve,1
1520,@TotalPolicing We won't delve in to that here :),positve,1
1521,"@Jiaqiwoo 
Thank you so muchhh :) see u tmr maybe ?",positve,1
1522,"Well, this was an interesting breakfast… back to our holidays now :)",positve,1
1523,"@TheRainBro also, GL for tonight's show! :D",positve,1
1524,u can always count on alice to make u feel better when ur ill :))):):) http://t.co/JYMVSLDfQX,positve,1
1525,@SR15BLTY sore litey :p,positve,1
1526,"""@Manuellatchgn: Goodbye twitter. I will not be there for a long time. :)"" Goodbye Manuella",positve,1
1527,@myabumygod @ianadritaranbir Maine Abhi tak Ye movie nhi dekhi but promos se hi i knew that it's his best movie till date :),positve,1
1528,@mhdzhdawr You're most welcomed! We look forward to welcoming you to Xpax ;) Have a lovely Friday! :),positve,1
1529,@sundawnjh fback? :),positve,1
1530,@goldennotebook @JohnEMichel @kellyalovell Thanks Lisa :),positve,1
1531,@babagby thanks. I appreciate :),positve,1
1532,@MattTreby welcome aboard Matt! Thanks for the feedback :),positve,1
1533,"@Michael37311757 @royjohnwatts @LBC @darrenadam I can blog a story about the institution, i'm in France :)",positve,1
1534,#FF @Raj_Poot_  follow Him Nc Guy :-),positve,1
1535,Solo 7 cheese overload pizza • Mcfloat • hot fudge sandae &amp; munchkins of d'd ♥ atm :)),positve,1
1536,@AlxznDr19 Oh hey Granny :D How are you.,positve,1
1537,"Cant wait to get my Baller G Lil Faded chain :)
What Everybody Ought To Know",positve,1
1538,"@JayHorwell Hi Jay, if you haven't received it yet please email our events team at events@breastcancernow.org and they'll sort it :)",positve,1
1539,"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ...79x",positve,1
1540,@HeyItsTrisha01  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1541,Breakfast for champions :) http://t.co/zhYoBmNkWr,positve,1
1542,@raydio2 You might like this :)  https://t.co/CUMO6EyiyQ,positve,1
1543,@jaynehh_ you just need a job and get a letter from your work place saying you work there and a letter from your parents approving :-),positve,1
1544,You are unique. :) http://t.co/cY5cBHOeVQ,positve,1
1545,@dafruk1 I sent to both to try and make sure to catch you :-),positve,1
1546,"""@Nyesekkinn: Don't be affaraid, I'll Be there For You :)""",positve,1
1547,#DearSlim You did not play the role of Billy Hope but you would have liked to play the role of another character? :) @Eminem,positve,1
1548,"@runabove Sad to see you become ""LABS"" and your place will take OVH. Nothing against OVH but their support suck so much :-)",positve,1
1549,"@BhaktisBanter this lovely black &amp; red Maxi dress :) 
#FlipkartFashionFriday http://t.co/aNUBjZs98p",positve,1
1550,"I follow bunch of Acc. just now .
Hope they follow me back :)",positve,1
1551,He's really on his way guys :-) https://t.co/yyOUEKgCFM,positve,1
1552,Hey @Kaineofoeme have fun today :) wish I could be there but I'll be there in sprit! @WeAreMicLowry love yous,positve,1
1553,"3 days til I start work, getting quite excited now :)",positve,1
1554,@OriofAshes @CityofAshes you guys were great last night :) http://t.co/3s3XF5q21N,positve,1
1555,@BOOM_Cycle Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positve,1
1556,"YES! A very big yes, finally got home from this severe rain thanks @sgtnicolai1 :)",positve,1
1557,@rsilver710 I love you and miss those hammies thank you :),positve,1
1558,"@Pedro7241cw @xolanimvulana GOOD! And even better to ""see you around"" :)
Yep. It's the only way to live.
#freedom from #Pistols
Good move.",positve,1
1559,"Find myself quite cool as I unlocked #bemeapp by myself :)
@CaseyNeistat Thumbs up 4 what u do! #beme Figured out my #bemecode #proudtobeme",positve,1
1560,@orbette see you there. I'll get the first round. :-),positve,1
1561,"@Lachdog_AU @Posica all good, thanks anyway :)",positve,1
1562,KEEP CALM AND STAY KEPO :) :D,positve,1
1563,"@AidanMcGlynn Haha! Almost certainly true, for all names. :)",positve,1
1564,@Matt_Dominguez Appreciate the follow :) have you heard of our botanical soaps? :),positve,1
1565,no look :),positve,1
1566,@ayashiibaby  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1567,@Andrew_Spence Thanks again! Hope you're having a great Friday morning so far :),positve,1
1568,@MarkoLauhiala Luckily that is just one out of many! :),positve,1
1569,@nattan23 hahahaha i remember it so clearly :p,positve,1
1570,"Oh I get it now. Second quote tweet, but maybe could I please have a Louis dm, :) please, if you can.  https://t.co/OLfiC333Yr",positve,1
1571,"@AlamiHasson #دعمم للعودة للحياة, Heiyo, visit my website for FREE 50.000 Coins in 8 BALL POOL now! Thanks :D",positve,1
1572,"Dudaftie...:-)

#breaktym",positve,1
1573,@Marianela707 @theohurts it is not fatal but more dangerous in terms of health :) I don't understand why everyone is so outraged XD,positve,1
1574,"Almost 645k views. Watch muna while waiting na magstart ang twitter party. :)
SALUTE! → https://t.co/JqgcPeXdQL",positve,1
1575,Thq a lot for Ur continous support @actor_jayamravi to Thalaivar @dhanushkraja bro:):):),positve,1
1576,"@uptownctw P£T£, Heiya, visit my site if u wanna grab a FREE 30.000 8 Ball Pool Coins. Thank you :)",positve,1
1577,@mallynic @Gspaepen @jett_uk @GhostOfTrafford @FD_ManUtdNews @Cantona_20 @RisingTrend @RosaCrowee ty :)) av gd wknd u n all in tweet \m/,positve,1
1578,@QueenBiankee hehe :-) (Smiling from ear to ear- ME) :-D,positve,1
1579,@DutchM882 Morning my friend :) Yesss thats just the way we roll ;))) here on #cam4,positve,1
1580,watched the match till late night y'day.. :D https://t.co/ZhHZOzHBEN,positve,1
1581,@Guillaume351 If its full is because you did a really great job! Congrats :),positve,1
1582,i cant watch hxh in this place besides youtube vids like 'top 10 badass killua scenes :)' im suffering,positve,1
1583,I'm appreciating my body for what it does and feeding it what it needs :-),positve,1
1584,"@1dfamily_d check our final design, hope you like it :) https://t.co/EXt098Yq1b",positve,1
1585,"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ...78x",positve,1
1586,Hope you will like it ;) #JabongatPumaUrbanStampede @JabongIndia http://t.co/tB34wIraCs hope you're noticing my efforts :D,positve,1
1587,Kind words never go unappreciated (this is even mentioned on our site :) ). A very gracious thank you for your feedback @MaltiBhojwani,positve,1
1588,@httpsguitarist fback? :),positve,1
1589,"@Deltsoulman @JohnVignocchi @allisonpetrek Yeah, I'm pretty proud of myself :D #NailedIt #OurDisneyInfinity",positve,1
1590,@dracan Hope you had a lovely sleep! :)  -Mary,positve,1
1591,@nicoledyosa1  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positve,1
1592,MY snapchat - JillMill19 #snapchat #kikmeboys #hot #webcam #teens #elfindelmundo #sexi :) http://t.co/HFYIeohQZv,positve,1
1593,@amy14_x @AstonMerrygold will do :D it's mainly my mother who wants it right now haha the others can wait they said 😂 x,positve,1
1594,Don't even think about it :))),positve,1
1595,"@michaelmoor_mt You are most welcome Michael, Do me a favour &amp; have yourself a #Dancetastic day :-)",positve,1
1596,"@kaushikcbasu @karunanundy Its a perfect Satyajit Ray's movie 'Porosh Pathor' situation
#GoldBugs Run for cover :-)) https://t.co/hk0RMiZpR4",positve,1
1597,only I would drop 10 wine bottles &amp; spill some of the wine all over myself @ work :-),positve,1
1598,"@jazminbonilla77 jazmin Bonilla :), We Share the Latest Secret on 15000 Stars Kim Hollywood, Check the only secret on my Bio",positve,1
1599,@brigserman thanks for sharing! Wishing you a wicked weekend :),positve,1
1600,ROFL! Shades of Grey - netsec edition :-) https://t.co/PHpzRakSgU,positve,1
1601,Let's enjoy this day! :),positve,1
1602,@DayHWStoodStill oh will certainly be watching it anyway!! :D,positve,1
1603,@reginevalcasid hi ate.  :),positve,1
1604,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/wlSz27qizK.,positve,1
1605,@Kritters_ whenever we have another movie night :),positve,1
